;PC1;PC2;PC3;labels;markers;Family;Colors
66;-4.247434;-5.1698747;1.7051414;6W1J_chain_B;circle;5HT3R;rgb(239, 255, 0)
67;-4.246896;-5.1677456;1.705335;6W1J_chain_C;circle;5HT3R;rgb(239, 255, 0)
68;-4.2465186;-5.1675844;1.7059432;6W1J_chain_D;circle;5HT3R;rgb(239, 255, 0)
69;-4.2454114;-5.1688304;1.7067722;6W1J_chain_E;circle;5HT3R;rgb(239, 255, 0)
70;-3.507694;-3.2067146;1.9695768;6W1M_chain_A;circle;5HT3R;rgb(239, 255, 0)
71;-3.5090303;-3.2061262;1.9705333;6W1M_chain_B;circle;5HT3R;rgb(239, 255, 0)
72;-3.5089023;-3.2066455;1.9700447;6W1M_chain_C;circle;5HT3R;rgb(239, 255, 0)
73;-3.507297;-3.2072403;1.9695492;6W1M_chain_D;circle;5HT3R;rgb(239, 255, 0)
74;-3.507297;-3.2079408;1.968571;6W1M_chain_E;circle;5HT3R;rgb(239, 255, 0)
75;-4.9272656;-1.9428009;0.48098114;4PIR_chain_A;circle;5HT3R;rgb(239, 255, 0)
76;-4.9613423;-2.2258236;0.5658343;4PIR_chain_B;circle;5HT3R;rgb(239, 255, 0)
77;-4.909323;-2.1515625;0.4497555;4PIR_chain_C;circle;5HT3R;rgb(239, 255, 0)
78;-4.9077272;-2.1724281;0.40650198;4PIR_chain_D;circle;5HT3R;rgb(239, 255, 0)
79;-5.0605626;-2.3889208;0.3948422;4PIR_chain_E;circle;5HT3R;rgb(239, 255, 0)
80;-1.3908061;-2.1921291;2.0849233;7KOO_chain_A;circle;nAChR;rgb(254, 32, 32)
81;-1.3913935;-2.1932716;2.0845606;7KOO_chain_B;circle;nAChR;rgb(254, 32, 32)
82;-1.392249;-2.1921787;2.0840194;7KOO_chain_C;circle;nAChR;rgb(254, 32, 32)
83;-1.3905853;-2.1911113;2.084399;7KOO_chain_D;circle;nAChR;rgb(254, 32, 32)
84;-1.3894219;-2.19171;2.085502;7KOO_chain_E;circle;nAChR;rgb(254, 32, 32)
85;-0.74838084;0.37185845;2.1375148;7KOQ_chain_A;circle;nAChR;rgb(254, 32, 32)
86;-0.7505171;0.37287012;2.138301;7KOQ_chain_B;circle;nAChR;rgb(254, 32, 32)
87;-0.7495234;0.37126264;2.138019;7KOQ_chain_C;circle;nAChR;rgb(254, 32, 32)
88;-0.7488722;0.3711327;2.1371229;7KOQ_chain_D;circle;nAChR;rgb(254, 32, 32)
89;-0.7480944;0.37311506;2.1376772;7KOQ_chain_E;circle;nAChR;rgb(254, 32, 32)
90;2.5028574;6.5232844;8.173599;7KOX_chain_A;circle;nAChR;rgb(254, 32, 32)
91;2.5024207;6.523397;8.172539;7KOX_chain_B;circle;nAChR;rgb(254, 32, 32)
92;2.5026562;6.523257;8.174339;7KOX_chain_C;circle;nAChR;rgb(254, 32, 32)
93;2.503285;6.5241375;8.173994;7KOX_chain_D;circle;nAChR;rgb(254, 32, 32)
94;2.5039773;6.5242305;8.173564;7KOX_chain_E;circle;nAChR;rgb(254, 32, 32)
95;-0.8088504;-2.2872913;0.062130284;6PV7_chain_A;circle;nAChR;rgb(254, 32, 32)
96;-2.0948396;-1.5851897;1.2555256;6PV7_chain_B;circle;nAChR;rgb(254, 32, 32)
97;-1.3647099;-2.2372768;0.79086936;6PV7_chain_C;circle;nAChR;rgb(254, 32, 32)
98;-1.2361358;-2.0428483;0.17195773;6PV7_chain_D;circle;nAChR;rgb(254, 32, 32)
99;-1.7686453;-1.392808;1.420497;6PV7_chain_E;circle;nAChR;rgb(254, 32, 32)
100;-0.6338861;-2.6524582;-0.24799444;6PV8_chain_A;circle;nAChR;rgb(254, 32, 32)
101;-1.7631991;-1.8538952;1.2843482;6PV8_chain_B;circle;nAChR;rgb(254, 32, 32)
102;-1.6479313;-1.7679137;1.3825625;6PV8_chain_C;circle;nAChR;rgb(254, 32, 32)
103;-0.42071497;-2.1712275;0.451306;6PV8_chain_D;circle;nAChR;rgb(254, 32, 32)
104;-1.3495808;-1.4088818;1.7383928;6PV8_chain_E;circle;nAChR;rgb(254, 32, 32)
105;-1.7470666;-1.3298571;0.33473656;6UWZ_chain_A;circle;nAChR;rgb(254, 32, 32)
106;-1.4492061;1.7199118;2.0912519;6UWZ_chain_B;circle;nAChR;rgb(254, 32, 32)
107;-2.669276;0.738576;1.1143225;6UWZ_chain_C;circle;nAChR;rgb(254, 32, 32)
108;-1.3563097;-1.8789059;0.18354328;6UWZ_chain_D;circle;nAChR;rgb(254, 32, 32)
109;-2.863791;-0.2740063;1.5811843;6UWZ_chain_E;circle;nAChR;rgb(254, 32, 32)
110;0.23482732;-4.287044;-0.5033675;6UR8_chain_A;circle;nAChR;rgb(254, 32, 32)
111;1.0160185;-3.9203436;-0.0058494974;6UR8_chain_B;circle;nAChR;rgb(254, 32, 32)
112;1.0162318;-3.9231465;-0.007178804;6UR8_chain_C;circle;nAChR;rgb(254, 32, 32)
113;0.23587202;-4.285202;-0.50331783;6UR8_chain_D;circle;nAChR;rgb(254, 32, 32)
114;1.0160236;-3.9205127;-0.006846801;6UR8_chain_E;circle;nAChR;rgb(254, 32, 32)
115;-1.770813;-4.2648654;-0.12826547;6CNK_chain_A;circle;nAChR;rgb(254, 32, 32)
116;-2.0512283;-3.8788795;0.1384503;6CNK_chain_B;circle;nAChR;rgb(254, 32, 32)
117;-0.9216935;-3.87632;-0.325772;6CNK_chain_C;circle;nAChR;rgb(254, 32, 32)
118;-2.2832232;-4.180779;0.1916034;6CNK_chain_D;circle;nAChR;rgb(254, 32, 32)
119;-0.036795143;-3.6625166;0.1267055;6CNK_chain_E;circle;nAChR;rgb(254, 32, 32)
120;-1.4918505;-5.191029;-0.48303935;6CNJ_chain_A;circle;nAChR;rgb(254, 32, 32)
121;-1.3166941;-3.130374;0.32736948;6CNJ_chain_B;circle;nAChR;rgb(254, 32, 32)
122;-0.2170405;-4.5664473;-0.29685313;6CNJ_chain_C;circle;nAChR;rgb(254, 32, 32)
123;-1.633161;-5.0056944;-0.7845715;6CNJ_chain_D;circle;nAChR;rgb(254, 32, 32)
124;-0.67251056;-3.9854164;0.4154119;6CNJ_chain_E;circle;nAChR;rgb(254, 32, 32)
125;2.5091114;-1.3845057;0.46161342;5KXI_chain_A;circle;nAChR;rgb(254, 32, 32)
126;-0.46483845;-1.592866;0.61207175;5KXI_chain_B;circle;nAChR;rgb(254, 32, 32)
127;-0.6295446;-1.5633332;0.52485317;5KXI_chain_C;circle;nAChR;rgb(254, 32, 32)
128;2.683502;-1.3989003;0.5893919;5KXI_chain_D;circle;nAChR;rgb(254, 32, 32)
129;-0.48400667;-1.4679494;0.71033216;5KXI_chain_E;circle;nAChR;rgb(254, 32, 32)
130;-0.12802291;0.7962887;-0.7172945;6PLS_chain_A;circle;GlyR;rgb(0, 204, 150)
131;-0.12790777;0.79657495;-0.71855015;6PLS_chain_B;circle;GlyR;rgb(0, 204, 150)
132;-0.12835275;0.7976203;-0.7178081;6PLS_chain_C;circle;GlyR;rgb(0, 204, 150)
133;-0.12830895;0.7966995;-0.71791756;6PLS_chain_D;circle;GlyR;rgb(0, 204, 150)
134;-0.1271657;0.7965969;-0.7184881;6PLS_chain_E;circle;GlyR;rgb(0, 204, 150)
135;-1.5919467;0.11492194;-2.0698187;6PLT_chain_A;circle;GlyR;rgb(0, 204, 150)
136;-1.591735;0.11459309;-2.070136;6PLT_chain_B;circle;GlyR;rgb(0, 204, 150)
137;-1.5923734;0.11436288;-2.0700464;6PLT_chain_C;circle;GlyR;rgb(0, 204, 150)
138;-1.590656;0.114575885;-2.0688808;6PLT_chain_D;circle;GlyR;rgb(0, 204, 150)
139;-1.5925134;0.11665325;-2.069404;6PLT_chain_E;circle;GlyR;rgb(0, 204, 150)
140;-0.19000682;0.7391239;-0.6426328;6PLU_chain_A;circle;GlyR;rgb(0, 204, 150)
141;-0.18987627;0.7383698;-0.64243025;6PLU_chain_B;circle;GlyR;rgb(0, 204, 150)
142;-0.18883327;0.73951405;-0.64199966;6PLU_chain_C;circle;GlyR;rgb(0, 204, 150)
143;-0.18895584;0.74010414;-0.6423438;6PLU_chain_D;circle;GlyR;rgb(0, 204, 150)
144;-0.1880975;0.74007356;-0.64227074;6PLU_chain_E;circle;GlyR;rgb(0, 204, 150)
145;-1.465286;0.48754635;-0.5231839;6PLV_chain_A;circle;GlyR;rgb(0, 204, 150)
146;-1.4660846;0.48929423;-0.5213564;6PLV_chain_B;circle;GlyR;rgb(0, 204, 150)
147;-1.4673865;0.48731604;-0.5219184;6PLV_chain_C;circle;GlyR;rgb(0, 204, 150)
148;-1.4648867;0.4874254;-0.52262706;6PLV_chain_D;circle;GlyR;rgb(0, 204, 150)
149;-1.4655648;0.48725766;-0.5211493;6PLV_chain_E;circle;GlyR;rgb(0, 204, 150)
150;-0.18582517;0.27182612;-0.87656987;6PLR_chain_A;circle;GlyR;rgb(0, 204, 150)
151;-0.1868419;0.27262226;-0.8750526;6PLR_chain_B;circle;GlyR;rgb(0, 204, 150)
152;-0.1871538;0.27084422;-0.8756717;6PLR_chain_C;circle;GlyR;rgb(0, 204, 150)
153;-0.18582311;0.2709417;-0.87673235;6PLR_chain_D;circle;GlyR;rgb(0, 204, 150)
154;-0.18651949;0.27130648;-0.87572664;6PLR_chain_E;circle;GlyR;rgb(0, 204, 150)
155;-1.4591242;0.74654835;0.023689019;6PXD_chain_A;circle;GlyR;rgb(0, 204, 150)
156;-1.4604498;0.7505405;0.023886267;6PXD_chain_B;circle;GlyR;rgb(0, 204, 150)
157;-1.4603255;0.74902016;0.024874894;6PXD_chain_C;circle;GlyR;rgb(0, 204, 150)
158;-1.4602711;0.74936265;0.024197493;6PXD_chain_D;circle;GlyR;rgb(0, 204, 150)
159;-1.4598256;0.74782234;0.024524963;6PXD_chain_E;circle;GlyR;rgb(0, 204, 150)
160;-0.6630623;1.4531608;-0.70889586;6PLO_chain_A;circle;GlyR;rgb(0, 204, 150)
161;-0.66459155;1.4544735;-0.70845884;6PLO_chain_B;circle;GlyR;rgb(0, 204, 150)
162;-0.6635588;1.4553711;-0.7089032;6PLO_chain_C;circle;GlyR;rgb(0, 204, 150)
163;-0.6626303;1.453544;-0.7086314;6PLO_chain_D;circle;GlyR;rgb(0, 204, 150)
164;-0.66351175;1.4523364;-0.70838195;6PLO_chain_E;circle;GlyR;rgb(0, 204, 150)
165;-0.09127726;1.6172479;-0.35798305;6X3W_chain_A;circle;GABAAR;rgb(43, 113, 255)
166;-0.95526135;2.028737;0.36442974;6X3W_chain_B;circle;GABAAR;rgb(43, 113, 255)
167;0.0284367;1.086421;-0.6876964;6X3W_chain_C;circle;GABAAR;rgb(43, 113, 255)
168;-1.2917348;2.0646625;0.5909351;6X3W_chain_D;circle;GABAAR;rgb(43, 113, 255)
169;-0.69127893;0.77681035;0.06629061;6X3W_chain_E;circle;GABAAR;rgb(43, 113, 255)
170;-0.42528352;1.6790994;-1.0212349;6X3X_chain_A;circle;GABAAR;rgb(43, 113, 255)
171;-1.1762853;1.4195365;0.50379825;6X3X_chain_B;circle;GABAAR;rgb(43, 113, 255)
172;0.8059641;0.27228174;-1.2509003;6X3X_chain_C;circle;GABAAR;rgb(43, 113, 255)
173;-0.831649;1.1753138;0.41280204;6X3X_chain_D;circle;GABAAR;rgb(43, 113, 255)
174;-0.8394934;-0.33066413;-0.01639333;6X3X_chain_E;circle;GABAAR;rgb(43, 113, 255)
175;0.66450614;-0.73348373;-1.6650357;6X3U_chain_A;circle;GABAAR;rgb(43, 113, 255)
176;-1.2953242;-1.3875678;-0.18545106;6X3U_chain_B;circle;GABAAR;rgb(43, 113, 255)
177;-0.11367787;-0.77393013;-1.917448;6X3U_chain_C;circle;GABAAR;rgb(43, 113, 255)
178;-1.4497408;-1.2502853;-0.04809813;6X3U_chain_D;circle;GABAAR;rgb(43, 113, 255)
179;-1.2238235;-1.3038567;-1.1643081;6X3U_chain_E;circle;GABAAR;rgb(43, 113, 255)
180;0.92506415;0.30275416;-1.7152541;6X3Z_chain_A;circle;GABAAR;rgb(43, 113, 255)
181;-0.3360199;0.70433426;0.28403056;6X3Z_chain_B;circle;GABAAR;rgb(43, 113, 255)
182;-0.09431783;0.73941284;-1.9156975;6X3Z_chain_C;circle;GABAAR;rgb(43, 113, 255)
183;-1.3948126;0.770062;0.36558303;6X3Z_chain_D;circle;GABAAR;rgb(43, 113, 255)
184;-0.793749;-0.39226153;-0.9811676;6X3Z_chain_E;circle;GABAAR;rgb(43, 113, 255)
185;-0.859075;-1.0217242;-1.1853821;6D6U_chain_A;circle;GABAAR;rgb(43, 113, 255)
186;1.4787751;-0.59250104;-0.09019844;6D6U_chain_B;circle;GABAAR;rgb(43, 113, 255)
187;0.12164002;-3.2659316;-2.022405;6D6U_chain_C;circle;GABAAR;rgb(43, 113, 255)
188;-0.765609;-1.0509919;-1.0613765;6D6U_chain_D;circle;GABAAR;rgb(43, 113, 255)
189;1.5233108;-2.3403556;-2.0690603;6D6U_chain_E;circle;GABAAR;rgb(43, 113, 255)
190;-0.91642094;2.2453887;0.057151224;6HUK_chain_A;circle;GABAAR;rgb(43, 113, 255)
191;-0.9830889;0.06292451;-0.64312184;6HUK_chain_B;circle;GABAAR;rgb(43, 113, 255)
192;-0.47787285;-0.12229302;-0.38869703;6HUK_chain_C;circle;GABAAR;rgb(43, 113, 255)
193;0.1486513;1.4781164;0.118225165;6HUK_chain_D;circle;GABAAR;rgb(43, 113, 255)
194;-1.8316375;0.8976035;-0.4445877;6HUK_chain_E;circle;GABAAR;rgb(43, 113, 255)
195;-0.3102059;3.2498367;-0.041218676;6HUJ_chain_A;circle;GABAAR;rgb(43, 113, 255)
196;-0.3545663;1.7711011;0.45662746;6HUJ_chain_B;circle;GABAAR;rgb(43, 113, 255)
197;0.6448671;1.3835794;-0.023797965;6HUJ_chain_C;circle;GABAAR;rgb(43, 113, 255)
198;0.4261426;2.6642585;0.18659133;6HUJ_chain_D;circle;GABAAR;rgb(43, 113, 255)
199;-0.43698323;1.506018;0.5626938;6HUJ_chain_E;circle;GABAAR;rgb(43, 113, 255)
200;0.26106712;2.3012247;-0.5093158;6HUO_chain_A;circle;GABAAR;rgb(43, 113, 255)
201;0.011261818;1.1267333;-0.024058424;6HUO_chain_B;circle;GABAAR;rgb(43, 113, 255)
202;1.1239135;-0.16560234;-0.92820174;6HUO_chain_C;circle;GABAAR;rgb(43, 113, 255)
203;0.7273937;1.0805448;0.13428317;6HUO_chain_D;circle;GABAAR;rgb(43, 113, 255)
204;-0.16523196;0.2927657;-0.67201996;6HUO_chain_E;circle;GABAAR;rgb(43, 113, 255)
205;-0.36295098;2.626669;-0.4523191;6HUG_chain_A;circle;GABAAR;rgb(43, 113, 255)
206;0.35998037;1.4913297;0.18468909;6HUG_chain_B;circle;GABAAR;rgb(43, 113, 255)
207;0.88101566;0.6750801;0.012214261;6HUG_chain_C;circle;GABAAR;rgb(43, 113, 255)
208;-0.2103313;2.3678672;0.3980932;6HUG_chain_D;circle;GABAAR;rgb(43, 113, 255)
209;-1.2156742;1.5493344;0.27204728;6HUG_chain_E;circle;GABAAR;rgb(43, 113, 255)
210;0.3386109;2.1896555;-0.7753517;6HUP_chain_A;circle;GABAAR;rgb(43, 113, 255)
211;-0.74114263;0.9815726;-0.30214748;6HUP_chain_B;circle;GABAAR;rgb(43, 113, 255)
212;1.026308;-0.8439994;-1.5857086;6HUP_chain_C;circle;GABAAR;rgb(43, 113, 255)
213;0.6817117;0.6742968;-0.33412525;6HUP_chain_D;circle;GABAAR;rgb(43, 113, 255)
214;-0.7655365;0.571114;-0.8933134;6HUP_chain_E;circle;GABAAR;rgb(43, 113, 255)
215;0.90529686;1.6873652;-0.26150703;4COF_chain_A;circle;GABAAR;rgb(43, 113, 255)
216;1.0231369;1.7971464;-0.2283086;4COF_chain_B;circle;GABAAR;rgb(43, 113, 255)
217;1.0288519;1.8129135;-0.1547069;4COF_chain_C;circle;GABAAR;rgb(43, 113, 255)
218;1.0730276;1.8005729;-0.18133812;4COF_chain_D;circle;GABAAR;rgb(43, 113, 255)
219;0.91863465;1.7431264;-0.2530354;4COF_chain_E;circle;GABAAR;rgb(43, 113, 255)
220;0.20190156;2.6570427;-0.17735885;5OJM_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
221;0.21049742;2.4597483;-0.12134795;5OJM_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
222;0.06204087;2.5957944;-0.111879006;5OJM_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
223;0.167122;2.5061746;-0.0151966335;5OJM_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
224;0.1471077;2.4892185;-0.041621085;5OJM_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
225;0.63839155;2.1450756;-0.20960654;5OSC_chain_A;diamond;GABAAR_chimera;rgb(106, 128, 156)
226;1.0190644;2.0197103;-0.26098368;5OSC_chain_B;diamond;GABAAR_chimera;rgb(106, 128, 156)
227;0.75119185;2.324356;0.074367784;5OSC_chain_C;diamond;GABAAR_chimera;rgb(106, 128, 156)
228;0.70361614;2.3583145;-0.37756106;5OSC_chain_D;diamond;GABAAR_chimera;rgb(106, 128, 156)
229;0.9621203;2.2101097;-0.38201284;5OSC_chain_E;diamond;GABAAR_chimera;rgb(106, 128, 156)
230;0.6962067;2.1221502;0.036744926;5OSB_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
231;1.2023607;2.1202176;-0.3480531;5OSB_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
232;1.0055754;2.3688934;-0.28338906;5OSB_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
233;1.0583737;1.7707074;-0.5770298;5OSB_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
234;1.2534575;2.649821;0.209792;5OSB_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
235;0.21067806;2.9699173;0.5486832;5OSA_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
236;0.6537403;2.0792804;-0.3515278;5OSA_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
237;0.7597219;2.5401752;0.3266768;5OSA_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
238;0.30531615;2.810109;0.2592566;5OSA_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
239;0.5104565;2.7592125;0.3835769;5OSA_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
240;1.7362752;1.7904717;-0.38317445;5O8F_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
241;1.7062538;1.6611923;-0.39410484;5O8F_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
242;1.7260368;1.6407143;-0.36611092;5O8F_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
243;1.7006577;1.6330181;-0.3309206;5O8F_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
244;1.7467285;1.6393901;-0.3770381;5O8F_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
245;0.82792616;0.62290835;-0.5701002;6X3T_chain_A;circle;GABAAR;rgb(43, 113, 255)
246;-0.8088385;2.299175;0.5142315;6X3T_chain_B;circle;GABAAR;rgb(43, 113, 255)
247;0.5317005;1.606576;-0.18270846;6X3T_chain_C;circle;GABAAR;rgb(43, 113, 255)
248;-0.24347262;1.9793849;0.20907775;6X3T_chain_D;circle;GABAAR;rgb(43, 113, 255)
249;-0.38382468;1.4409771;0.81667614;6X3T_chain_E;circle;GABAAR;rgb(43, 113, 255)
250;0.5012094;0.48474708;-0.77225333;6X3V_chain_A;circle;GABAAR;rgb(43, 113, 255)
251;-0.02950228;1.5447927;0.24494019;6X3V_chain_B;circle;GABAAR;rgb(43, 113, 255)
252;0.92868817;0.4008934;-0.87456185;6X3V_chain_C;circle;GABAAR;rgb(43, 113, 255)
253;-0.16264588;1.3579301;0.6086604;6X3V_chain_D;circle;GABAAR;rgb(43, 113, 255)
254;-0.5855856;-0.46341094;-0.30676666;6X3V_chain_E;circle;GABAAR;rgb(43, 113, 255)
255;-0.9942604;1.7817601;-0.24831024;6X3S_chain_A;circle;GABAAR;rgb(43, 113, 255)
256;-1.2313675;0.67840916;-0.49243796;6X3S_chain_B;circle;GABAAR;rgb(43, 113, 255)
257;-0.7753174;1.0604888;-0.33306164;6X3S_chain_C;circle;GABAAR;rgb(43, 113, 255)
258;-0.97898555;0.9611893;0.23187673;6X3S_chain_D;circle;GABAAR;rgb(43, 113, 255)
259;-1.1157598;0.5077304;-0.11997242;6X3S_chain_E;circle;GABAAR;rgb(43, 113, 255)
260;0.23380457;1.2772641;-1.4867258;6X40_chain_A;circle;GABAAR;rgb(43, 113, 255)
