;PC1;PC2;PC3;labels;markers;Family;Colors
20;4.6034217;-4.3693223;-0.96406394;6NP0[A-E];circle;5HT3R;rgb(239, 255, 0)
21;3.4263556;-4.8918867;-1.1570103;6NP0[E-D];circle;5HT3R;rgb(239, 255, 0)
22;3.089014;-4.758311;-0.856314;6NP0[D-C];circle;5HT3R;rgb(239, 255, 0)
23;2.0179584;-5.2519975;-0.91226035;6NP0[C-B];circle;5HT3R;rgb(239, 255, 0)
24;2.1257806;-5.5130677;-0.63359964;6NP0[B-A];circle;5HT3R;rgb(239, 255, 0)
25;5.7215743;-3.2051413;-3.0735285;6Y5B[A-B];circle;5HT3R;rgb(239, 255, 0)
26;1.7794703;-3.3486662;-0.17964092;6Y5B[B-C];circle;5HT3R;rgb(239, 255, 0)
27;-1.3153106;-4.9698396;0.3059662;6Y5B[C-D];circle;5HT3R;rgb(239, 255, 0)
28;-1.0652161;-3.2963452;0.19312221;6Y5B[D-E];circle;5HT3R;rgb(239, 255, 0)
29;12.104639;-1.0206332;3.7357488;6Y5B[E-A];circle;5HT3R;rgb(239, 255, 0)
30;38.77751;14.430142;-3.4850898;6Y5A[A-B];circle;5HT3R;rgb(239, 255, 0)
31;15.467015;3.5899925;-3.9421682;6Y5A[B-C];circle;5HT3R;rgb(239, 255, 0)
32;40.609474;15.716625;-5.0408545;6Y5A[C-D];circle;5HT3R;rgb(239, 255, 0)
33;19.282883;2.5029025;-2.8710334;6Y5A[D-E];circle;5HT3R;rgb(239, 255, 0)
34;14.200611;2.889539;-1.7457995;6Y5A[E-A];circle;5HT3R;rgb(239, 255, 0)
35;1.3180392;-3.2373393;-0.33912092;6Y59[A-E];circle;5HT3R;rgb(239, 255, 0)
36;1.3174798;-3.2367263;-0.3388122;6Y59[E-D];circle;5HT3R;rgb(239, 255, 0)
37;1.3159983;-3.2375264;-0.33981586;6Y59[D-C];circle;5HT3R;rgb(239, 255, 0)
38;1.3169594;-3.2368464;-0.33929214;6Y59[C-B];circle;5HT3R;rgb(239, 255, 0)
39;1.3159072;-3.2375407;-0.33987588;6Y59[B-A];circle;5HT3R;rgb(239, 255, 0)
40;3.1459146;-5.040598;-2.945555;6Y1Z[A-E];circle;5HT3R;rgb(239, 255, 0)
41;3.8682086;-4.7142143;-2.9373505;6Y1Z[E-D];circle;5HT3R;rgb(239, 255, 0)
42;3.6832142;-4.7795196;-2.8664598;6Y1Z[D-C];circle;5HT3R;rgb(239, 255, 0)
43;3.292112;-4.911595;-2.6849515;6Y1Z[C-B];circle;5HT3R;rgb(239, 255, 0)
44;3.5578678;-4.852117;-3.0395148;6Y1Z[B-A];circle;5HT3R;rgb(239, 255, 0)
45;12.26016;-10.226521;3.5165005;6DG8[A-E];circle;5HT3R;rgb(239, 255, 0)
46;12.705378;-10.118297;3.689136;6DG8[E-D];circle;5HT3R;rgb(239, 255, 0)
47;12.852637;-10.126781;3.012865;6DG8[D-C];circle;5HT3R;rgb(239, 255, 0)
48;11.194216;-10.9198885;3.167283;6DG8[C-B];circle;5HT3R;rgb(239, 255, 0)
49;12.506653;-10.248935;2.907224;6DG8[B-A];circle;5HT3R;rgb(239, 255, 0)
50;2.7403693;-6.4909286;-1.4540617;6DG7[A-E];circle;5HT3R;rgb(239, 255, 0)
51;2.6128173;-6.492667;-1.5389266;6DG7[E-D];circle;5HT3R;rgb(239, 255, 0)
52;2.2974474;-6.6535735;-1.5495956;6DG7[D-C];circle;5HT3R;rgb(239, 255, 0)
53;2.0971184;-6.7321334;-1.3688686;6DG7[C-B];circle;5HT3R;rgb(239, 255, 0)
54;2.71982;-6.520826;-1.6325049;6DG7[B-A];circle;5HT3R;rgb(239, 255, 0)
55;0.63285583;-5.8575;-2.3076057;6BE1[A-E];circle;5HT3R;rgb(239, 255, 0)
56;1.6512004;-6.869722;-2.0443106;6BE1[E-D];circle;5HT3R;rgb(239, 255, 0)
57;0.41803896;-6.0848894;-2.3351252;6BE1[D-C];circle;5HT3R;rgb(239, 255, 0)
58;1.9193528;-5.7320576;-2.4396362;6BE1[C-B];circle;5HT3R;rgb(239, 255, 0)
59;1.3218303;-5.0150414;-2.312431;6BE1[B-A];circle;5HT3R;rgb(239, 255, 0)
60;3.8124547;-4.62948;-2.1854088;6W1Y[A-E];circle;5HT3R;rgb(239, 255, 0)
61;3.350057;-4.7788005;-2.0340543;6W1Y[E-D];circle;5HT3R;rgb(239, 255, 0)
62;3.6813474;-4.5454545;-2.1715412;6W1Y[D-C];circle;5HT3R;rgb(239, 255, 0)
63;3.4220006;-4.516904;-2.103457;6W1Y[C-B];circle;5HT3R;rgb(239, 255, 0)
64;3.9648647;-4.478517;-2.0705376;6W1Y[B-A];circle;5HT3R;rgb(239, 255, 0)
65;4.7603827;-4.36823;-2.9160028;6W1J[A-E];circle;5HT3R;rgb(239, 255, 0)
66;3.6145215;-4.87745;-2.5402203;6W1J[E-D];circle;5HT3R;rgb(239, 255, 0)
67;3.6870775;-4.709068;-2.7552133;6W1J[D-C];circle;5HT3R;rgb(239, 255, 0)
68;3.8876443;-4.5963135;-2.5974987;6W1J[C-B];circle;5HT3R;rgb(239, 255, 0)
69;4.534978;-4.51309;-2.7392657;6W1J[B-A];circle;5HT3R;rgb(239, 255, 0)
70;4.562324;-4.467907;-1.6707373;6W1M[A-E];circle;5HT3R;rgb(239, 255, 0)
71;5.367523;-4.073388;-2.1874957;6W1M[E-D];circle;5HT3R;rgb(239, 255, 0)
72;4.2995257;-4.3546176;-1.9768748;6W1M[D-C];circle;5HT3R;rgb(239, 255, 0)
73;4.7076235;-4.1592712;-1.9975595;6W1M[C-B];circle;5HT3R;rgb(239, 255, 0)
74;4.9374914;-4.217292;-1.9803526;6W1M[B-A];circle;5HT3R;rgb(239, 255, 0)
75;2.319806;-4.916558;-2.7601786;4PIR[A-E];circle;5HT3R;rgb(239, 255, 0)
76;2.2451885;-4.9348083;-2.6734886;4PIR[E-D];circle;5HT3R;rgb(239, 255, 0)
77;2.0749338;-4.879514;-2.5399964;4PIR[D-C];circle;5HT3R;rgb(239, 255, 0)
78;2.2096367;-5.0079665;-2.591761;4PIR[C-B];circle;5HT3R;rgb(239, 255, 0)
79;2.3792243;-4.618188;-2.7405286;4PIR[B-A];circle;5HT3R;rgb(239, 255, 0)
80;0.67516476;1.5733254;-2.6025662;7KOO[A-B];circle;nAChR;rgb(254, 32, 32)
81;0.17763375;1.1838777;-2.3986542;7KOO[B-C];circle;nAChR;rgb(254, 32, 32)
82;0.7113174;1.6812222;-2.6065228;7KOO[C-D];circle;nAChR;rgb(254, 32, 32)
83;0.95721;1.8438269;-2.3678467;7KOO[D-E];circle;nAChR;rgb(254, 32, 32)
84;0.96352655;1.661485;-2.3989122;7KOO[E-A];circle;nAChR;rgb(254, 32, 32)
85;2.873476;1.0445758;-2.9917285;7KOQ[A-B];circle;nAChR;rgb(254, 32, 32)
86;2.2438586;0.7749417;-2.9928682;7KOQ[B-C];circle;nAChR;rgb(254, 32, 32)
87;2.5266345;1.0093968;-2.9676194;7KOQ[C-D];circle;nAChR;rgb(254, 32, 32)
88;2.371102;1.0158105;-2.9046128;7KOQ[D-E];circle;nAChR;rgb(254, 32, 32)
89;2.1956081;0.86542094;-2.8968263;7KOQ[E-A];circle;nAChR;rgb(254, 32, 32)
90;6.106538;1.8690203;15.0504;7KOX[A-B];circle;nAChR;rgb(254, 32, 32)
91;5.722818;1.745026;15.150161;7KOX[B-C];circle;nAChR;rgb(254, 32, 32)
92;6.2430005;1.9201586;14.988571;7KOX[C-D];circle;nAChR;rgb(254, 32, 32)
93;6.236272;1.9701968;15.070429;7KOX[D-E];circle;nAChR;rgb(254, 32, 32)
94;6.0027676;1.8423355;15.1097;7KOX[E-A];circle;nAChR;rgb(254, 32, 32)
95;0.4054081;1.3917129;-3.0650337;6PV7[A-B];circle;nAChR;rgb(254, 32, 32)
96;-0.16556323;1.1418027;-2.8318744;6PV7[B-C];circle;nAChR;rgb(254, 32, 32)
97;-1.9615166;2.0335586;-3.8735917;6PV7[C-D];circle;nAChR;rgb(254, 32, 32)
98;0.42282858;1.2004892;-3.1028948;6PV7[D-E];circle;nAChR;rgb(254, 32, 32)
99;-2.1560867;1.7569969;-4.1659937;6PV7[E-A];circle;nAChR;rgb(254, 32, 32)
100;0.5280299;1.5140773;-2.8358047;6PV8[A-B];circle;nAChR;rgb(254, 32, 32)
101;0.5238881;1.0102714;-2.7671258;6PV8[B-C];circle;nAChR;rgb(254, 32, 32)
102;-1.0835938;2.1369178;-3.6925051;6PV8[C-D];circle;nAChR;rgb(254, 32, 32)
103;0.97271055;1.206014;-3.257626;6PV8[D-E];circle;nAChR;rgb(254, 32, 32)
104;-1.2559842;2.1250784;-4.607145;6PV8[E-A];circle;nAChR;rgb(254, 32, 32)
105;-1.5388569;1.6809863;-3.3830771;6UWZ[A-B];circle;nAChR;rgb(254, 32, 32)
106;-4.804241;-0.31379345;-1.7917422;6UWZ[B-C];circle;nAChR;rgb(254, 32, 32)
107;-6.691469;3.1188595;-4.8580704;6UWZ[C-D];circle;nAChR;rgb(254, 32, 32)
108;-3.5177298;-0.09534848;-2.1007884;6UWZ[D-E];circle;nAChR;rgb(254, 32, 32)
109;-6.802656;2.3788893;-5.5991526;6UWZ[E-A];circle;nAChR;rgb(254, 32, 32)
110;-0.07005989;2.2612817;-3.2851858;6UR8[A-B];circle;nAChR;rgb(254, 32, 32)
111;0.17376402;2.7785008;-3.7224398;6UR8[B-C];circle;nAChR;rgb(254, 32, 32)
112;-1.1665658;2.0858824;-3.0409021;6UR8[C-D];circle;nAChR;rgb(254, 32, 32)
113;1.0704584;2.4393466;-3.7389076;6UR8[D-E];circle;nAChR;rgb(254, 32, 32)
114;-1.5863408;2.115812;-2.1439285;6UR8[E-A];circle;nAChR;rgb(254, 32, 32)
115;-0.048635617;0.59452385;-2.1061087;6CNK[A-B];circle;nAChR;rgb(254, 32, 32)
116;-0.95466477;0.3874783;-1.8312995;6CNK[B-C];circle;nAChR;rgb(254, 32, 32)
117;-1.7448242;0.6199662;-1.6920601;6CNK[C-D];circle;nAChR;rgb(254, 32, 32)
118;-0.5271531;0.67392904;-2.1150897;6CNK[D-E];circle;nAChR;rgb(254, 32, 32)
119;-1.2625817;0.4827747;-1.8269229;6CNK[E-A];circle;nAChR;rgb(254, 32, 32)
120;-0.7993407;0.7792369;-1.9813173;6CNJ[A-B];circle;nAChR;rgb(254, 32, 32)
121;-0.6676136;1.5168006;-1.1006887;6CNJ[B-C];circle;nAChR;rgb(254, 32, 32)
122;-0.78724265;1.1919743;-1.9864691;6CNJ[C-D];circle;nAChR;rgb(254, 32, 32)
123;-1.0581933;2.263846;-3.9029093;6CNJ[D-E];circle;nAChR;rgb(254, 32, 32)
124;-1.0148631;0.21401642;-1.6290526;6CNJ[E-A];circle;nAChR;rgb(254, 32, 32)
125;-3.1117146;-0.22910331;-1.5285068;5KXI[A-B];circle;nAChR;rgb(254, 32, 32)
126;-1.9303229;0.21943869;-2.1285317;5KXI[B-C];circle;nAChR;rgb(254, 32, 32)
127;-3.1603992;0.41441712;-1.9710429;5KXI[C-D];circle;nAChR;rgb(254, 32, 32)
128;-3.7362134;-0.6073093;-1.2804168;5KXI[D-E];circle;nAChR;rgb(254, 32, 32)
129;-3.652911;0.37023497;-1.4922887;5KXI[E-A];circle;nAChR;rgb(254, 32, 32)
130;-2.4464602;0.6541805;0.40049773;6PLS[A-E];circle;GlyR;rgb(0, 204, 150)
131;-2.5691261;0.58631384;0.42815408;6PLS[E-D];circle;GlyR;rgb(0, 204, 150)
132;-2.4287019;0.64423645;0.4163337;6PLS[D-C];circle;GlyR;rgb(0, 204, 150)
133;-2.492659;0.62806445;0.39891052;6PLS[C-B];circle;GlyR;rgb(0, 204, 150)
134;-2.5398443;0.6063045;0.42910382;6PLS[B-A];circle;GlyR;rgb(0, 204, 150)
135;-3.7133832;-0.23887464;2.071414;6PLT[A-E];circle;GlyR;rgb(0, 204, 150)
136;-3.5647118;-0.16151111;2.0528998;6PLT[E-D];circle;GlyR;rgb(0, 204, 150)
137;-3.5438697;-0.1358155;2.0459976;6PLT[D-C];circle;GlyR;rgb(0, 204, 150)
138;-3.5968416;-0.15778111;2.0462918;6PLT[C-B];circle;GlyR;rgb(0, 204, 150)
139;-3.6484292;-0.17091095;2.0341203;6PLT[B-A];circle;GlyR;rgb(0, 204, 150)
140;-1.9373554;0.76968396;0.30662546;6PLU[A-E];circle;GlyR;rgb(0, 204, 150)
141;-2.1067557;0.6675601;0.34241456;6PLU[E-D];circle;GlyR;rgb(0, 204, 150)
142;-2.0013509;0.7184423;0.3373151;6PLU[D-C];circle;GlyR;rgb(0, 204, 150)
143;-2.0701177;0.70140886;0.34015816;6PLU[C-B];circle;GlyR;rgb(0, 204, 150)
144;-2.0190754;0.7121215;0.35384792;6PLU[B-A];circle;GlyR;rgb(0, 204, 150)
145;-3.0893068;-0.053787112;1.4714966;6PLV[A-E];circle;GlyR;rgb(0, 204, 150)
146;-3.072426;-0.051334184;1.5041543;6PLV[E-D];circle;GlyR;rgb(0, 204, 150)
147;-3.0783453;-0.038691748;1.4876205;6PLV[D-C];circle;GlyR;rgb(0, 204, 150)
148;-3.1275704;-0.068225;1.5252247;6PLV[C-B];circle;GlyR;rgb(0, 204, 150)
149;-3.104902;-0.04496034;1.4828417;6PLV[B-A];circle;GlyR;rgb(0, 204, 150)
150;-2.6408236;0.912318;-0.053988695;6PLR[A-E];circle;GlyR;rgb(0, 204, 150)
151;-2.6475756;0.9369134;-0.089014344;6PLR[E-D];circle;GlyR;rgb(0, 204, 150)
152;-2.6825886;0.8968145;-0.064724594;6PLR[D-C];circle;GlyR;rgb(0, 204, 150)
153;-2.6597788;0.8935906;-0.058891993;6PLR[C-B];circle;GlyR;rgb(0, 204, 150)
154;-2.619341;0.9322146;-0.073919274;6PLR[B-A];circle;GlyR;rgb(0, 204, 150)
155;-1.2184236;0.34135738;3.5142915;6PXD[A-B];circle;GlyR;rgb(0, 204, 150)
156;-0.87956804;0.5152945;3.5530462;6PXD[B-C];circle;GlyR;rgb(0, 204, 150)
157;-0.81590134;0.5077434;3.5330968;6PXD[C-D];circle;GlyR;rgb(0, 204, 150)
158;-1.8679487;0.11137765;3.4642785;6PXD[D-E];circle;GlyR;rgb(0, 204, 150)
159;-0.6849666;0.44196054;3.4386876;6PXD[E-A];circle;GlyR;rgb(0, 204, 150)
160;-1.2291797;-0.25224084;0.99311554;6PLO[A-E];circle;GlyR;rgb(0, 204, 150)
161;-1.1572373;-0.2266049;0.9954363;6PLO[E-D];circle;GlyR;rgb(0, 204, 150)
162;-1.19274;-0.244109;0.98344463;6PLO[D-C];circle;GlyR;rgb(0, 204, 150)
163;-1.1433239;-0.22148749;0.99057287;6PLO[C-B];circle;GlyR;rgb(0, 204, 150)
164;-1.1349142;-0.22134416;0.99375814;6PLO[B-A];circle;GlyR;rgb(0, 204, 150)
165;-2.7285275;1.2250334;-0.542886;6X3W[A-B];circle;GABAAR;rgb(43, 113, 255)
166;-2.349809;0.7508226;-0.23774074;6X3W[B-C];circle;GABAAR;rgb(43, 113, 255)
167;-2.017276;1.4336668;-0.09220612;6X3W[C-D];circle;GABAAR;rgb(43, 113, 255)
168;-2.4398434;-0.39392996;-1.2241244;6X3W[D-E];circle;GABAAR;rgb(43, 113, 255)
169;-3.7036176;0.59194875;0.95230436;6X3W[E-A];circle;GABAAR;rgb(43, 113, 255)
170;-1.9120611;0.7900885;0.05834075;6X3X[A-B];circle;GABAAR;rgb(43, 113, 255)
171;-2.6513562;0.9790538;1.0028456;6X3X[B-C];circle;GABAAR;rgb(43, 113, 255)
172;-2.2426448;1.0275337;0.25543597;6X3X[C-D];circle;GABAAR;rgb(43, 113, 255)
173;-2.1356387;-0.91375875;-0.4807106;6X3X[D-E];circle;GABAAR;rgb(43, 113, 255)
174;-4.8986382;-0.91418284;2.2724082;6X3X[E-A];circle;GABAAR;rgb(43, 113, 255)
175;0.6657811;-0.17462435;0.6441802;6X3U[A-B];circle;GABAAR;rgb(43, 113, 255)
176;3.9103622;2.605051;-1.9340919;6X3U[B-C];circle;GABAAR;rgb(43, 113, 255)
177;3.1513584;1.7701854;0.45192719;6X3U[C-D];circle;GABAAR;rgb(43, 113, 255)
178;-0.85919833;-0.56609726;-1.2813252;6X3U[D-E];circle;GABAAR;rgb(43, 113, 255)
179;5.5055614;2.4255779;4.968586;6X3U[E-A];circle;GABAAR;rgb(43, 113, 255)
180;-2.692561;0.21737298;0.4451455;6X3Z[A-B];circle;GABAAR;rgb(43, 113, 255)
181;-0.7241505;1.9075334;-0.15616564;6X3Z[B-C];circle;GABAAR;rgb(43, 113, 255)
182;0.5766536;1.1624919;0.48964798;6X3Z[C-D];circle;GABAAR;rgb(43, 113, 255)
183;-3.94427;-0.8257643;-1.0894493;6X3Z[D-E];circle;GABAAR;rgb(43, 113, 255)
184;0.51927954;0.9814041;4.2848167;6X3Z[E-A];circle;GABAAR;rgb(43, 113, 255)
185;-5.3025727;0.93822634;1.1452271;6HUK[B-A];circle;GABAAR;rgb(43, 113, 255)
186;-0.8304786;0.19130939;0.6877833;6HUK[A-E];circle;GABAAR;rgb(43, 113, 255)
187;-4.831527;-1.0880591;1.8173498;6HUK[E-D];circle;GABAAR;rgb(43, 113, 255)
188;-1.8451216;-0.6265896;1.1392193;6HUK[D-C];circle;GABAAR;rgb(43, 113, 255)
189;-5.215758;-2.392368;2.9245584;6HUK[C-B];circle;GABAAR;rgb(43, 113, 255)
190;-5.317509;1.0969204;0.7650501;6HUJ[B-A];circle;GABAAR;rgb(43, 113, 255)
191;-3.1844244;0.54931265;0.36177704;6HUJ[A-E];circle;GABAAR;rgb(43, 113, 255)
192;-4.3662324;0.74198306;0.8114999;6HUJ[E-D];circle;GABAAR;rgb(43, 113, 255)
193;-3.0890605;-0.40907237;0.26471052;6HUJ[D-C];circle;GABAAR;rgb(43, 113, 255)
194;-7.081309;-1.0028719;2.8845043;6HUJ[C-B];circle;GABAAR;rgb(43, 113, 255)
195;-4.7947555;1.4110425;0.036115363;6HUO[B-A];circle;GABAAR;rgb(43, 113, 255)
196;-1.925602;1.2802052;-0.072396405;6HUO[A-E];circle;GABAAR;rgb(43, 113, 255)
197;-5.2032123;0.16864893;0.074559875;6HUO[E-D];circle;GABAAR;rgb(43, 113, 255)
198;-3.4824462;-0.25982523;-1.1552632;6HUO[D-C];circle;GABAAR;rgb(43, 113, 255)
199;-5.6276464;-0.8127356;1.9207927;6HUO[C-B];circle;GABAAR;rgb(43, 113, 255)
200;-4.998324;1.2818393;1.0611099;6HUG[B-A];circle;GABAAR;rgb(43, 113, 255)
201;-2.6561334;0.20498529;0.55030274;6HUG[A-E];circle;GABAAR;rgb(43, 113, 255)
202;-4.6299314;0.68040454;1.0742795;6HUG[E-D];circle;GABAAR;rgb(43, 113, 255)
203;-3.0552914;-0.17744017;0.73745;6HUG[D-C];circle;GABAAR;rgb(43, 113, 255)
204;-6.4896016;-1.0676353;2.8414276;6HUG[C-B];circle;GABAAR;rgb(43, 113, 255)
205;-4.697038;1.7204133;0.25397727;6HUP[B-A];circle;GABAAR;rgb(43, 113, 255)
206;-1.1900827;-0.35848743;0.6114074;6HUP[A-E];circle;GABAAR;rgb(43, 113, 255)
207;-4.868177;-0.8062798;0.52696836;6HUP[E-D];circle;GABAAR;rgb(43, 113, 255)
208;-4.0764933;-0.81765604;-0.17248532;6HUP[D-C];circle;GABAAR;rgb(43, 113, 255)
209;-4.86608;-2.4585788;2.9813218;6HUP[C-B];circle;GABAAR;rgb(43, 113, 255)
210;-2.7188501;1.0683466;-0.959491;4COF[B-A];circle;GABAAR;rgb(43, 113, 255)
211;-2.8970246;1.0710622;-0.7089022;4COF[A-E];circle;GABAAR;rgb(43, 113, 255)
212;-2.8304083;0.85790664;-0.53001595;4COF[E-D];circle;GABAAR;rgb(43, 113, 255)
213;-2.8731508;1.1094604;-0.6501968;4COF[D-C];circle;GABAAR;rgb(43, 113, 255)
214;-2.9600544;0.9911973;-0.43739924;4COF[C-B];circle;GABAAR;rgb(43, 113, 255)
215;-2.4947164;2.011504;-1.9361104;5OJM[A-B];circle;GABAAR_chimera;rgb(106, 128, 156)
216;-2.1715415;2.283637;-1.8707273;5OJM[B-C];circle;GABAAR_chimera;rgb(106, 128, 156)
217;-2.1662486;2.1573927;-1.8680437;5OJM[C-D];circle;GABAAR_chimera;rgb(106, 128, 156)
218;-2.4060905;2.0528915;-1.9621817;5OJM[D-E];circle;GABAAR_chimera;rgb(106, 128, 156)
219;-2.3665586;2.0082798;-1.9145465;5OJM[E-A];circle;GABAAR_chimera;rgb(106, 128, 156)
220;-1.838413;2.5022547;-0.7503005;5OSC[A-E];circle;GABAAR_chimera;rgb(106, 128, 156)
221;-2.208768;2.4176443;-0.19962062;5OSC[E-D];circle;GABAAR_chimera;rgb(106, 128, 156)
222;-1.9360904;2.1516325;-0.56764966;5OSC[D-C];circle;GABAAR_chimera;rgb(106, 128, 156)
223;-2.1018264;2.5407329;-0.6130975;5OSC[C-B];circle;GABAAR_chimera;rgb(106, 128, 156)
224;-2.2078996;1.8990825;-0.6856626;5OSC[B-A];circle;GABAAR_chimera;rgb(106, 128, 156)
225;-0.9410587;2.4168518;0.4072382;5OSB[A-E];diamond;GABAAR_chimera;rgb(106, 128, 156)
226;-0.07896831;2.0713747;0.5504269;5OSB[E-D];diamond;GABAAR_chimera;rgb(106, 128, 156)
227;-1.1742865;1.8486286;0.75672686;5OSB[D-C];diamond;GABAAR_chimera;rgb(106, 128, 156)
228;-0.5237257;2.7258027;0.13033289;5OSB[C-B];diamond;GABAAR_chimera;rgb(106, 128, 156)
229;-1.3848759;1.9647161;0.34215796;5OSB[B-A];diamond;GABAAR_chimera;rgb(106, 128, 156)
230;-1.4002264;3.0543182;-0.71438915;5OSA[A-E];circle;GABAAR_chimera;rgb(106, 128, 156)
231;-1.7028637;2.791656;-1.0335143;5OSA[E-D];circle;GABAAR_chimera;rgb(106, 128, 156)
232;-1.32842;2.9607882;-0.62921745;5OSA[D-C];circle;GABAAR_chimera;rgb(106, 128, 156)
233;-1.8558114;2.8103263;-0.4442213;5OSA[C-B];circle;GABAAR_chimera;rgb(106, 128, 156)
234;-2.0356271;2.5596173;-0.8040553;5OSA[B-A];circle;GABAAR_chimera;rgb(106, 128, 156)
235;-3.5388348;1.9577084;-0.23998716;5O8F[A-B];diamond;GABAAR_chimera;rgb(106, 128, 156)
236;-2.95834;2.1524081;-0.63791996;5O8F[B-C];diamond;GABAAR_chimera;rgb(106, 128, 156)
237;-2.851191;2.2690957;-0.6201019;5O8F[C-D];diamond;GABAAR_chimera;rgb(106, 128, 156)
238;-2.4382143;2.316537;-0.87687314;5O8F[D-E];diamond;GABAAR_chimera;rgb(106, 128, 156)
239;-2.9668303;2.0858855;-1.1783698;5O8F[E-A];diamond;GABAAR_chimera;rgb(106, 128, 156)
240;-1.5434707;1.5839003;-0.72478944;6X3T[A-B];circle;GABAAR;rgb(43, 113, 255)
241;-1.113707;2.0769029;-2.1826506;6X3T[B-C];circle;GABAAR;rgb(43, 113, 255)
242;-0.29816225;2.6439173;-1.7505901;6X3T[C-D];circle;GABAAR;rgb(43, 113, 255)
243;-1.2954607;-0.012781543;-1.862716;6X3T[D-E];circle;GABAAR;rgb(43, 113, 255)
244;-2.1477864;1.3829765;0.6290455;6X3T[E-A];circle;GABAAR;rgb(43, 113, 255)
245;-2.263414;0.7483104;0.021611355;6X3V[A-B];circle;GABAAR;rgb(43, 113, 255)
246;-1.6457486;0.31263947;-0.020974254;6X3V[B-C];circle;GABAAR;rgb(43, 113, 255)
247;-2.6697447;0.9475457;-0.5762333;6X3V[C-D];circle;GABAAR;rgb(43, 113, 255)
248;-1.2075233;-0.28077963;0.34377012;6X3V[D-E];circle;GABAAR;rgb(43, 113, 255)
249;-3.6439683;-0.79211134;1.4568752;6X3V[E-A];circle;GABAAR;rgb(43, 113, 255)
250;-3.4055076;0.8478182;0.94456166;6X3S[A-B];circle;GABAAR;rgb(43, 113, 255)
251;-2.6258965;0.06780836;1.0907172;6X3S[B-C];circle;GABAAR;rgb(43, 113, 255)
252;-3.4676905;0.710092;0.7035738;6X3S[C-D];circle;GABAAR;rgb(43, 113, 255)
253;-3.4679322;-0.20187949;1.6107056;6X3S[D-E];circle;GABAAR;rgb(43, 113, 255)
254;-4.0317755;-0.5828203;1.9502014;6X3S[E-A];circle;GABAAR;rgb(43, 113, 255)
255;-3.7300205;0.48772565;0.119960696;6X40[A-B];circle;GABAAR;rgb(43, 113, 255)
256;-3.099628;0.87712157;0.7239466;6X40[B-C];circle;GABAAR;rgb(43, 113, 255)
257;-3.86782;1.0212661;0.35305744;6X40[C-D];circle;GABAAR;rgb(43, 113, 255)
258;-3.2863572;-0.04167909;-0.5102357;6X40[D-E];circle;GABAAR;rgb(43, 113, 255)
259;-5.850103;-0.8582006;2.3319037;6X40[E-A];circle;GABAAR;rgb(43, 113, 255)
260;-2.254065;2.7537966;-1.1967424;6D1S[A-E];circle;GABAAR_chimera;rgb(106, 128, 156)
261;-1.5908651;2.7925427;-1.9097292;6D1S[E-D];circle;GABAAR_chimera;rgb(106, 128, 156)
262;-1.0362582;3.0122116;-1.775063;6D1S[D-C];circle;GABAAR_chimera;rgb(106, 128, 156)
263;-1.7407162;2.7514033;-1.8245001;6D1S[C-B];circle;GABAAR_chimera;rgb(106, 128, 156)
264;-2.7813425;2.6977096;-0.6412985;6D1S[B-A];circle;GABAAR_chimera;rgb(106, 128, 156)
